EmployeeID,FullName,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,Attrition
EMP-0767,Employee 767,41,Female,Research & Development,Healthcare Representative,Other,10072.17,10,1,19,2,2,0,2,4,4,3,4,3,No,Travel_Rarely,0
EMP-0768,Employee 768,35,Female,Research & Development,Research Scientist,Life Sciences,5086.07,2,0,7,3,2,0,3,2,3,3,1,3,No,Travel_Rarely,0
EMP-0769,Employee 769,37,Male,Research & Development,Laboratory Technician,Other,7958.69,4,0,15,2,2,2,2,3,2,2,3,3,Yes,Travel_Rarely,0
EMP-0770,Employee 770,25,Male,Research & Development,Manager,Human Resources,10993.49,5,1,7,4,1,4,4,2,3,3,3,3,No,Travel_Rarely,0
EMP-0771,Employee 771,35,Female,Research & Development,Research Scientist,Medical,2414.58,3,2,0,0,0,0,0,4,3,1,3,3,No,Travel_Rarely,0
EMP-0772,Employee 772,54,Male,Sales,Manager,Medical,12346.09,5,4,11,5,5,1,5,3,4,3,4,3,No,Non-Travel,0
EMP-0773,Employee 773,37,Female,Research & Development,Research Director,Human Resources,14045.33,4,4,19,1,1,1,1,2,3,3,3,3,Yes,Non-Travel,0
EMP-0774,Employee 774,41,Female,Research & Development,Manager,Marketing,15428.6,2,2,23,6,4,0,0,3,1,1,4,3,No,Travel_Rarely,0
EMP-0775,Employee 775,39,Female,Sales,Sales Representative,Life Sciences,7869.97,4,2,13,7,3,5,2,2,1,2,3,3,Yes,Non-Travel,1
EMP-0776,Employee 776,45,Female,Research & Development,Healthcare Representative,Medical,12610.54,12,3,27,15,6,0,3,4,4,4,2,3,No,Travel_Rarely,0
EMP-0777,Employee 777,45,Female,Research & Development,Research Scientist,Human Resources,3185.9,1,1,3,3,3,0,3,2,3,3,3,4,Yes,Travel_Rarely,1
EMP-0778,Employee 778,25,Male,Sales,Manager,Marketing,11724.77,14,0,7,4,4,3,4,3,2,3,3,3,Yes,Travel_Rarely,0
EMP-0779,Employee 779,21,Male,Research & Development,Laboratory Technician,Human Resources,2735.8,7,2,3,3,3,3,0,1,2,4,3,3,No,Travel_Rarely,0
EMP-0780,Employee 780,31,Male,Human Resources,Manager,Marketing,11532.93,21,1,13,0,0,0,0,4,3,3,2,3,No,Travel_Frequently,0
EMP-0781,Employee 781,37,Female,Research & Development,Research Scientist,Marketing,8255.78,2,1,16,5,5,0,4,2,4,3,4,3,No,Travel_Rarely,0
EMP-0782,Employee 782,30,Female,Research & Development,Manager,Human Resources,9252.45,11,4,8,8,2,5,2,3,3,3,3,3,Yes,Travel_Rarely,0
EMP-0783,Employee 783,18,Male,Human Resources,Manager,Technical Degree,7828.51,7,0,0,0,0,0,0,3,3,3,3,3,No,Travel_Rarely,0
EMP-0784,Employee 784,37,Female,Research & Development,Research Director,Marketing,10601.02,18,4,10,5,5,3,2,4,4,3,3,3,No,Non-Travel,0
EMP-0785,Employee 785,42,Male,Sales,Sales Representative,Medical,3630.39,5,2,2,2,2,0,2,1,3,3,3,3,No,Travel_Rarely,0
EMP-0786,Employee 786,30,Female,Research & Development,Research Scientist,Other,5161.89,4,2,9,6,1,0,5,4,1,2,3,3,No,Travel_Rarely,1
EMP-0787,Employee 787,31,Female,Research & Development,Manufacturing Director,Marketing,12165.72,20,6,13,6,0,0,6,3,2,3,3,4,No,Travel_Frequently,1
EMP-0788,Employee 788,32,Female,Human Resources,Manager,Other,11748.31,5,7,10,9,1,2,2,4,4,2,3,3,No,Travel_Rarely,0
EMP-0789,Employee 789,35,Female,Sales,Sales Representative,Life Sciences,3523.11,1,4,5,5,5,2,5,4,4,3,3,3,No,Travel_Rarely,0
EMP-0790,Employee 790,46,Female,Research & Development,Manager,Other,15041.4,8,3,18,7,3,4,0,4,4,3,3,3,No,Travel_Rarely,0
EMP-0791,Employee 791,52,Female,Research & Development,Research Scientist,Marketing,7389.74,6,0,14,12,4,0,2,4,4,3,3,3,Yes,Travel_Rarely,0
EMP-0792,Employee 792,42,Male,Human Resources,Human Resources,Marketing,3065.53,2,4,5,0,0,0,0,3,2,3,3,3,No,Travel_Frequently,1
EMP-0793,Employee 793,43,Female,Sales,Manager,Medical,15698.31,30,4,23,12,1,3,8,2,1,2,1,3,Yes,Travel_Rarely,0
EMP-0794,Employee 794,35,Male,Research & Development,Laboratory Technician,Technical Degree,6067.19,5,3,11,0,0,0,0,2,1,3,4,4,No,Travel_Rarely,0
EMP-0795,Employee 795,21,Female,Research & Development,Research Scientist,Other,2001.42,23,3,3,3,0,2,3,2,2,4,1,3,No,Travel_Rarely,1
EMP-0796,Employee 796,44,Female,Research & Development,Manufacturing Director,Medical,12816.46,19,1,11,10,0,5,4,3,4,1,3,3,No,Travel_Frequently,1
EMP-0797,Employee 797,32,Female,Research & Development,Manufacturing Director,Medical,9377.13,19,2,3,3,1,3,0,4,2,3,3,3,No,Travel_Rarely,0
EMP-0798,Employee 798,34,Male,Research & Development,Research Scientist,Human Resources,6528.99,10,3,12,12,2,1,8,1,1,2,3,4,No,Travel_Rarely,1
EMP-0799,Employee 799,35,Female,Research & Development,Healthcare Representative,Life Sciences,2622.03,11,3,0,0,0,0,0,3,3,3,3,3,No,Travel_Frequently,0
EMP-0800,Employee 800,44,Female,Research & Development,Manager,Human Resources,16127.11,4,4,18,0,0,0,0,4,2,3,3,3,Yes,Non-Travel,0
EMP-0801,Employee 801,46,Male,Research & Development,Manager,Other,11896.39,2,1,10,10,0,1,1,4,3,3,4,3,Yes,Travel_Rarely,0
EMP-0802,Employee 802,34,Female,Research & Development,Healthcare Representative,Human Resources,5962.15,4,3,11,6,4,1,2,4,3,3,3,3,Yes,Travel_Rarely,0
EMP-0803,Employee 803,24,Male,Sales,Sales Representative,Medical,2275.39,14,2,0,0,0,0,0,2,3,2,3,3,No,Travel_Rarely,0
EMP-0804,Employee 804,22,Male,Research & Development,Research Director,Technical Degree,10004.49,7,1,4,4,4,2,4,2,3,3,3,3,No,Travel_Rarely,0
EMP-0805,Employee 805,34,Male,Research & Development,Manager,Medical,12978.64,8,2,15,3,3,2,3,3,3,3,2,4,Yes,Non-Travel,0
EMP-0806,Employee 806,39,Male,Research & Development,Research Scientist,Other,6376.48,5,2,12,3,3,3,3,4,3,1,3,3,No,Travel_Rarely,0
EMP-0807,Employee 807,40,Male,Sales,Sales Representative,Medical,2990.19,10,4,0,0,0,0,0,3,4,2,2,3,No,Travel_Rarely,0
EMP-0808,Employee 808,35,Male,Sales,Manager,Marketing,12873.59,6,1,17,8,5,3,1,1,4,4,3,3,Yes,Travel_Rarely,0
EMP-0809,Employee 809,43,Male,Research & Development,Healthcare Representative,Marketing,8095.15,6,2,17,14,6,1,2,4,4,2,3,3,Yes,Travel_Frequently,0
EMP-0810,Employee 810,28,Female,Research & Development,Manufacturing Director,Human Resources,10229.91,12,3,8,7,5,2,4,3,2,2,2,3,No,Travel_Frequently,0
EMP-0811,Employee 811,34,Male,Research & Development,Research Director,Medical,11129.71,8,2,8,0,0,0,0,4,4,2,4,3,No,Travel_Rarely,0
EMP-0812,Employee 812,43,Female,Sales,Sales Representative,Life Sciences,6147.09,13,2,11,2,0,2,2,4,1,3,3,3,Yes,Travel_Rarely,0
EMP-0813,Employee 813,42,Male,Research & Development,Healthcare Representative,Human Resources,3614.31,23,4,4,4,4,0,2,2,1,3,3,3,No,Non-Travel,0
EMP-0814,Employee 814,26,Female,Sales,Manager,Other,11096.24,11,1,8,8,3,0,3,3,3,3,4,3,Yes,Travel_Rarely,0
EMP-0815,Employee 815,32,Male,Research & Development,Research Director,Life Sciences,8030.46,1,3,0,0,0,0,0,3,2,3,2,3,Yes,Travel_Rarely,0
EMP-0816,Employee 816,36,Male,Research & Development,Manager,Other,11119.24,20,7,10,5,5,2,0,4,2,3,2,3,No,Travel_Frequently,1
EMP-0817,Employee 817,35,Female,Research & Development,Healthcare Representative,Human Resources,6431.76,9,0,13,13,6,4,0,4,4,3,3,3,No,Travel_Rarely,1
EMP-0818,Employee 818,31,Male,Research & Development,Healthcare Representative,Technical Degree,8774.02,3,4,13,11,9,0,0,1,4,3,3,3,No,Travel_Rarely,0
EMP-0819,Employee 819,36,Female,Research & Development,Research Director,Technical Degree,14360.38,3,5,18,4,0,1,2,1,4,2,2,3,No,Travel_Rarely,0
EMP-0820,Employee 820,38,Male,Sales,Manager,Human Resources,12621.35,1,4,7,7,7,1,7,2,2,3,3,3,Yes,Travel_Rarely,1
EMP-0821,Employee 821,42,Female,Sales,Sales Executive,Human Resources,5382.34,18,2,11,5,0,1,5,2,4,3,4,4,Yes,Travel_Rarely,1
EMP-0822,Employee 822,34,Male,Research & Development,Research Director,Life Sciences,13294.92,30,3,14,10,2,2,0,3,4,3,3,3,No,Travel_Rarely,0
EMP-0823,Employee 823,37,Female,Research & Development,Laboratory Technician,Marketing,9130.25,15,3,18,12,2,4,1,2,1,3,4,3,No,Travel_Rarely,0
EMP-0824,Employee 824,45,Female,Sales,Manager,Medical,7934.16,16,2,3,2,2,2,2,2,3,3,2,4,No,Travel_Frequently,0
EMP-0825,Employee 825,48,Female,Research & Development,Manager,Medical,11236.46,17,3,11,0,0,0,0,3,3,2,3,3,Yes,Travel_Rarely,0
EMP-0826,Employee 826,35,Female,Sales,Sales Executive,Life Sciences,6269.61,1,3,14,11,0,4,6,4,4,3,3,4,No,Travel_Frequently,0
EMP-0827,Employee 827,38,Male,Research & Development,Healthcare Representative,Technical Degree,6796.93,10,2,12,5,1,2,5,3,2,2,3,3,No,Travel_Rarely,0
EMP-0828,Employee 828,18,Female,Sales,Manager,Medical,6778.65,18,0,0,0,0,0,0,1,4,3,2,3,No,Travel_Rarely,0
EMP-0829,Employee 829,43,Female,Research & Development,Manufacturing Director,Technical Degree,11841.61,4,2,12,0,0,0,0,3,3,3,4,3,No,Travel_Rarely,0
EMP-0830,Employee 830,34,Male,Research & Development,Healthcare Representative,Technical Degree,7943.53,2,1,14,1,1,1,1,1,2,3,3,3,No,Travel_Frequently,1
EMP-0831,Employee 831,39,Male,Research & Development,Laboratory Technician,Marketing,2283.72,4,2,1,1,0,1,1,4,2,3,3,3,No,Travel_Rarely,0
EMP-0832,Employee 832,18,Female,Research & Development,Research Scientist,Human Resources,3332.75,1,2,0,0,0,0,0,3,2,3,2,3,Yes,Travel_Rarely,0
EMP-0833,Employee 833,37,Female,Research & Development,Laboratory Technician,Human Resources,6140.35,30,1,12,7,0,0,0,4,3,2,3,3,Yes,Travel_Rarely,1
EMP-0834,Employee 834,35,Male,Research & Development,Manager,Life Sciences,15603.33,13,3,17,14,2,0,3,1,1,3,3,4,Yes,Travel_Frequently,1
EMP-0835,Employee 835,37,Male,Research & Development,Healthcare Representative,Life Sciences,4580.02,9,2,8,6,1,5,2,3,3,2,4,4,No,Travel_Rarely,0
EMP-0836,Employee 836,31,Male,Sales,Manager,Life Sciences,14786.87,1,2,13,9,0,1,0,4,3,1,4,3,No,Non-Travel,0
EMP-0837,Employee 837,43,Male,Sales,Sales Representative,Other,8037.55,3,4,15,15,1,0,2,2,3,2,3,3,No,Travel_Rarely,0
EMP-0838,Employee 838,27,Male,Research & Development,Research Director,Life Sciences,12263.54,5,1,9,9,9,1,2,2,4,3,3,4,No,Travel_Rarely,0
EMP-0839,Employee 839,31,Male,Research & Development,Research Director,Other,12070.49,1,3,12,9,2,2,0,4,4,4,2,3,No,Travel_Rarely,0
EMP-0840,Employee 840,24,Male,Research & Development,Laboratory Technician,Technical Degree,5068.78,4,1,6,6,1,5,6,4,1,3,3,3,No,Travel_Rarely,1
EMP-0841,Employee 841,41,Male,Research & Development,Manager,Marketing,11837.52,12,2,8,0,0,0,0,1,1,2,3,4,No,Travel_Rarely,0
EMP-0842,Employee 842,30,Male,Sales,Sales Representative,Technical Degree,6846.46,2,2,12,12,5,0,2,3,4,3,3,4,No,Travel_Rarely,0
EMP-0843,Employee 843,32,Female,Sales,Manager,Technical Degree,11403.86,20,5,4,0,0,0,0,3,3,1,3,3,No,Travel_Rarely,0
EMP-0844,Employee 844,18,Female,Research & Development,Manager,Human Resources,8503.24,6,3,0,0,0,0,0,2,2,4,3,3,No,Non-Travel,0
EMP-0845,Employee 845,28,Male,Research & Development,Research Scientist,Marketing,3632.31,18,2,6,6,4,1,0,3,1,4,3,3,No,Travel_Rarely,0
EMP-0846,Employee 846,27,Female,Research & Development,Laboratory Technician,Other,6365.31,7,2,9,6,4,0,0,3,4,2,4,3,No,Non-Travel,0
EMP-0847,Employee 847,26,Female,Research & Development,Manufacturing Director,Life Sciences,11284.37,5,2,8,8,5,0,6,1,2,1,3,3,No,Travel_Rarely,0
EMP-0848,Employee 848,27,Female,Research & Development,Research Director,Marketing,11669.1,3,2,9,8,5,0,4,3,1,4,2,4,No,Travel_Rarely,0
EMP-0849,Employee 849,38,Male,Research & Development,Research Scientist,Technical Degree,3034.06,1,3,0,0,0,0,0,4,4,3,3,3,Yes,Travel_Frequently,1
EMP-0850,Employee 850,36,Male,Research & Development,Manufacturing Director,Human Resources,13259.54,22,1,9,9,7,0,4,3,4,3,2,4,Yes,Travel_Frequently,1
EMP-0851,Employee 851,43,Male,Research & Development,Research Director,Other,11152.76,1,3,6,4,1,2,4,3,2,3,4,3,Yes,Travel_Rarely,1
EMP-0852,Employee 852,18,Male,Research & Development,Manufacturing Director,Technical Degree,9642.76,1,1,0,0,0,0,0,1,3,3,3,3,No,Travel_Rarely,0
EMP-0853,Employee 853,28,Female,Research & Development,Research Director,Other,12011.33,23,2,10,8,8,1,5,3,3,3,4,3,No,Travel_Rarely,0
EMP-0854,Employee 854,43,Female,Research & Development,Healthcare Representative,Other,5181.98,12,3,4,2,2,0,2,1,4,2,3,3,Yes,Travel_Rarely,0
EMP-0855,Employee 855,50,Male,Research & Development,Manufacturing Director,Human Resources,9722.52,3,3,10,4,1,3,4,4,4,1,1,4,No,Travel_Frequently,0
EMP-0856,Employee 856,18,Male,Research & Development,Manufacturing Director,Life Sciences,7113.3,11,2,0,0,0,0,0,4,4,3,3,3,No,Travel_Frequently,0
EMP-0857,Employee 857,37,Male,Research & Development,Laboratory Technician,Human Resources,4509.29,8,2,8,8,4,4,4,2,2,3,2,3,No,Travel_Rarely,1
EMP-0858,Employee 858,23,Male,Research & Development,Laboratory Technician,Human Resources,4033.21,30,1,5,0,0,0,0,3,3,2,2,3,No,Travel_Rarely,0
EMP-0859,Employee 859,36,Female,Sales,Manager,Other,10350.63,14,2,6,6,0,2,6,3,2,3,3,3,No,Travel_Rarely,0
EMP-0860,Employee 860,26,Male,Sales,Manager,Marketing,11626.85,13,1,8,2,1,2,2,3,3,3,3,3,Yes,Travel_Rarely,0
EMP-0861,Employee 861,45,Female,Sales,Sales Executive,Technical Degree,2941.56,8,1,3,3,0,3,3,2,4,3,4,3,No,Travel_Rarely,1
EMP-0862,Employee 862,40,Male,Human Resources,Manager,Other,12100.88,3,0,11,6,0,0,4,3,1,2,4,3,No,Travel_Rarely,0
EMP-0863,Employee 863,60,Female,Research & Development,Research Scientist,Technical Degree,2273.56,1,1,3,3,3,0,3,4,1,3,2,3,No,Travel_Rarely,0
EMP-0864,Employee 864,35,Male,Research & Development,Manufacturing Director,Other,14307.71,5,1,17,2,2,2,0,4,4,2,3,3,Yes,Travel_Rarely,0
EMP-0865,Employee 865,47,Male,Research & Development,Manufacturing Director,Life Sciences,13153.5,6,2,8,5,5,1,0,1,4,3,2,4,Yes,Travel_Frequently,0
EMP-0866,Employee 866,50,Female,Research & Development,Research Scientist,Marketing,6693.38,7,3,12,4,4,2,0,2,2,3,3,4,No,Travel_Rarely,0
EMP-0867,Employee 867,38,Male,Research & Development,Research Scientist,Other,5536.26,4,2,13,6,4,0,2,4,4,2,3,3,No,Travel_Frequently,1
EMP-0868,Employee 868,19,Female,Sales,Sales Representative,Medical,3493.09,9,5,1,1,1,1,1,1,4,4,3,3,No,Travel_Rarely,0
EMP-0869,Employee 869,26,Male,Research & Development,Manufacturing Director,Human Resources,11376.27,19,1,8,0,0,0,0,4,3,3,2,3,No,Travel_Rarely,0
EMP-0870,Employee 870,32,Male,Human Resources,Manager,Human Resources,12386.14,9,4,13,13,6,1,2,4,1,3,3,4,Yes,Travel_Rarely,0
EMP-0871,Employee 871,42,Male,Research & Development,Manufacturing Director,Medical,7093.39,5,1,0,0,0,0,0,2,4,3,4,3,No,Travel_Frequently,0
EMP-0872,Employee 872,46,Female,Research & Development,Research Director,Marketing,14472.09,12,1,13,0,0,0,0,3,1,2,2,4,Yes,Travel_Rarely,1
EMP-0873,Employee 873,39,Female,Sales,Manager,Marketing,14622.89,6,1,17,13,4,0,2,1,4,3,4,3,No,Travel_Frequently,1
EMP-0874,Employee 874,54,Female,Sales,Sales Executive,Other,8314.05,4,4,13,2,2,2,2,1,1,3,4,3,No,Travel_Rarely,0
EMP-0875,Employee 875,26,Male,Research & Development,Research Scientist,Life Sciences,3461.44,11,5,5,5,0,2,4,4,1,3,2,3,Yes,Travel_Rarely,0
EMP-0876,Employee 876,47,Female,Research & Development,Laboratory Technician,Life Sciences,5949.98,1,2,13,10,0,4,2,1,4,2,2,3,Yes,Travel_Frequently,1
EMP-0877,Employee 877,46,Male,Sales,Sales Executive,Technical Degree,8380.45,11,0,13,5,2,2,5,1,4,4,3,3,No,Travel_Frequently,0
EMP-0878,Employee 878,35,Female,Research & Development,Healthcare Representative,Human Resources,2721.28,3,1,4,4,4,1,4,2,4,2,3,4,No,Travel_Rarely,0
EMP-0879,Employee 879,51,Female,Sales,Sales Executive,Life Sciences,6397.0,7,0,7,1,1,0,1,1,3,3,3,4,Yes,Travel_Rarely,0
EMP-0880,Employee 880,48,Female,Human Resources,Manager,Marketing,9680.31,17,2,8,7,7,1,1,2,1,1,3,3,No,Travel_Rarely,1
EMP-0881,Employee 881,39,Female,Research & Development,Research Scientist,Life Sciences,7722.63,6,1,19,7,7,3,6,4,1,4,3,3,Yes,Travel_Frequently,1
EMP-0882,Employee 882,41,Female,Research & Development,Manager,Other,11046.88,16,0,9,6,2,0,5,2,2,3,3,3,No,Travel_Rarely,0
EMP-0883,Employee 883,44,Male,Research & Development,Healthcare Representative,Human Resources,5420.37,3,3,8,8,5,0,0,4,3,4,3,4,No,Travel_Rarely,0
EMP-0884,Employee 884,38,Female,Sales,Sales Executive,Technical Degree,7995.23,13,3,16,10,3,3,7,3,3,3,3,3,Yes,Travel_Rarely,0
EMP-0885,Employee 885,32,Male,Research & Development,Healthcare Representative,Technical Degree,7054.86,1,3,14,6,4,2,3,3,2,4,2,3,No,Travel_Rarely,1
EMP-0886,Employee 886,34,Male,Research & Development,Manager,Life Sciences,9678.26,8,3,5,5,5,3,3,4,3,3,3,4,No,Travel_Frequently,0
EMP-0887,Employee 887,34,Male,Human Resources,Manager,Technical Degree,11640.76,16,4,10,10,3,2,9,1,4,3,3,3,No,Travel_Rarely,0
EMP-0888,Employee 888,31,Male,Sales,Sales Executive,Human Resources,7268.65,30,1,8,4,3,1,4,4,2,1,2,3,No,Non-Travel,0
EMP-0889,Employee 889,47,Male,Research & Development,Manufacturing Director,Other,14621.0,4,3,16,2,2,1,0,3,1,1,3,3,No,Non-Travel,0
EMP-0890,Employee 890,40,Female,Research & Development,Healthcare Representative,Medical,6364.68,12,2,14,0,0,0,0,4,3,4,3,4,No,Travel_Rarely,0
EMP-0891,Employee 891,65,Male,Research & Development,Research Scientist,Marketing,2146.01,2,4,8,0,0,0,0,2,1,2,3,4,No,Travel_Frequently,1
EMP-0892,Employee 892,41,Male,Research & Development,Research Scientist,Marketing,3661.72,1,2,3,3,3,3,3,3,4,3,2,3,No,Travel_Frequently,0
EMP-0893,Employee 893,22,Male,Research & Development,Manager,Human Resources,11330.77,8,2,3,3,3,1,1,3,1,2,3,3,Yes,Travel_Rarely,0
EMP-0894,Employee 894,29,Male,Sales,Sales Executive,Marketing,8225.52,7,4,11,11,1,2,0,4,3,2,3,4,Yes,Travel_Rarely,0
EMP-0895,Employee 895,30,Male,Sales,Sales Representative,Other,8149.29,8,0,12,11,6,4,2,4,3,3,4,3,No,Travel_Rarely,0
EMP-0896,Employee 896,35,Male,Research & Development,Laboratory Technician,Medical,5234.47,6,1,8,8,2,5,8,4,1,3,3,4,No,Travel_Rarely,0
EMP-0897,Employee 897,38,Male,Research & Development,Laboratory Technician,Human Resources,9314.32,22,1,20,13,6,5,2,2,4,3,3,3,No,Travel_Rarely,0
EMP-0898,Employee 898,22,Male,Sales,Sales Representative,Medical,4282.75,18,0,4,3,2,0,3,3,4,3,4,3,No,Travel_Rarely,0
EMP-0899,Employee 899,26,Female,Research & Development,Research Scientist,Life Sciences,2177.83,5,5,5,5,3,1,4,4,4,3,3,3,Yes,Travel_Rarely,0
EMP-0900,Employee 900,46,Female,Research & Development,Laboratory Technician,Marketing,7081.93,2,0,11,6,5,2,6,3,4,1,3,3,No,Travel_Rarely,0
EMP-0901,Employee 901,27,Male,Research & Development,Manufacturing Director,Human Resources,8894.87,8,1,6,1,1,1,0,3,3,2,2,3,No,Travel_Frequently,1
EMP-0902,Employee 902,40,Male,Human Resources,Manager,Life Sciences,14997.31,1,2,22,0,0,0,0,2,1,4,2,4,No,Travel_Rarely,0
EMP-0903,Employee 903,48,Female,Research & Development,Research Director,Medical,8723.46,5,1,5,5,5,0,0,1,3,3,1,3,No,Travel_Rarely,0
EMP-0904,Employee 904,21,Female,Research & Development,Research Director,Technical Degree,8627.15,4,2,3,3,1,0,3,1,4,3,2,3,No,Travel_Frequently,0
EMP-0905,Employee 905,31,Male,Research & Development,Research Scientist,Technical Degree,8353.82,3,4,13,11,2,5,4,4,3,1,3,3,No,Travel_Rarely,0
EMP-0906,Employee 906,50,Male,Research & Development,Healthcare Representative,Technical Degree,7220.27,30,6,14,14,7,3,0,3,3,4,3,3,No,Travel_Rarely,0
EMP-0907,Employee 907,41,Female,Research & Development,Healthcare Representative,Technical Degree,8019.38,3,3,16,8,3,4,6,3,2,3,3,3,No,Non-Travel,0
EMP-0908,Employee 908,39,Female,Research & Development,Research Director,Human Resources,8292.88,1,3,0,0,0,0,0,4,1,2,3,4,No,Travel_Rarely,0
EMP-0909,Employee 909,30,Male,Sales,Sales Representative,Human Resources,2314.26,2,0,0,0,0,0,0,4,4,4,3,3,No,Travel_Rarely,0
EMP-0910,Employee 910,26,Male,Human Resources,Manager,Medical,13296.15,19,1,8,8,4,2,2,4,3,4,4,3,No,Non-Travel,1
EMP-0911,Employee 911,41,Female,Research & Development,Research Scientist,Marketing,6220.42,1,1,8,8,0,0,8,1,1,3,2,3,No,Travel_Rarely,0
EMP-0912,Employee 912,35,Female,Research & Development,Healthcare Representative,Medical,10387.56,25,1,17,7,5,2,6,1,1,3,3,3,No,Non-Travel,1
EMP-0913,Employee 913,50,Male,Research & Development,Research Scientist,Life Sciences,12508.28,4,3,31,8,6,0,3,4,3,2,4,3,No,Travel_Frequently,0
EMP-0914,Employee 914,45,Male,Sales,Manager,Marketing,14664.74,5,5,12,6,3,2,6,3,3,3,1,3,No,Travel_Rarely,0
EMP-0915,Employee 915,38,Female,Sales,Sales Representative,Other,7013.45,1,2,12,0,0,0,0,4,2,4,2,4,Yes,Travel_Rarely,0
EMP-0916,Employee 916,32,Male,Research & Development,Laboratory Technician,Human Resources,8149.5,8,2,14,1,0,0,1,2,1,2,2,3,No,Non-Travel,0
EMP-0917,Employee 917,34,Male,Human Resources,Human Resources,Technical Degree,7766.49,1,5,16,6,4,1,6,3,4,4,4,3,No,Travel_Rarely,0
EMP-0918,Employee 918,49,Male,Research & Development,Manager,Technical Degree,12231.48,3,4,13,10,8,2,3,3,3,3,3,3,No,Travel_Rarely,0
EMP-0919,Employee 919,54,Male,Research & Development,Manager,Technical Degree,14475.92,7,2,15,6,5,1,4,4,3,4,3,4,No,Travel_Rarely,0
EMP-0920,Employee 920,50,Male,Research & Development,Manufacturing Director,Medical,8329.09,1,1,0,0,0,0,0,2,4,1,4,3,No,Travel_Rarely,0
EMP-0921,Employee 921,35,Male,Sales,Manager,Human Resources,12621.84,2,3,14,1,1,1,1,2,2,2,2,3,No,Travel_Rarely,1
EMP-0922,Employee 922,25,Male,Sales,Sales Representative,Medical,5391.9,7,2,7,7,2,1,7,4,4,3,3,3,No,Travel_Rarely,0
EMP-0923,Employee 923,40,Female,Sales,Sales Representative,Medical,9071.75,7,1,22,0,0,0,0,3,1,2,3,3,No,Travel_Rarely,0
EMP-0924,Employee 924,49,Male,Research & Development,Research Scientist,Medical,7593.68,1,3,8,5,5,0,5,3,1,3,2,3,No,Travel_Rarely,1
EMP-0925,Employee 925,25,Male,Sales,Sales Executive,Life Sciences,5423.0,30,1,7,4,4,0,3,4,1,3,3,3,No,Travel_Rarely,0
EMP-0926,Employee 926,34,Male,Research & Development,Manufacturing Director,Technical Degree,13689.85,1,4,9,9,7,4,4,2,4,4,3,3,No,Travel_Rarely,0
EMP-0927,Employee 927,18,Male,Research & Development,Healthcare Representative,Other,2580.03,10,4,0,0,0,0,0,3,2,2,3,3,No,Travel_Rarely,1
EMP-0928,Employee 928,49,Male,Research & Development,Research Director,Marketing,12961.93,16,3,8,8,4,0,6,4,3,3,3,3,Yes,Travel_Rarely,0
EMP-0929,Employee 929,30,Female,Sales,Sales Representative,Medical,7497.25,3,2,12,10,2,1,0,2,1,3,3,3,No,Travel_Rarely,0
EMP-0930,Employee 930,23,Male,Research & Development,Healthcare Representative,Technical Degree,3062.4,10,4,5,5,3,2,5,3,3,3,4,4,No,Travel_Frequently,0
EMP-0931,Employee 931,30,Female,Sales,Sales Representative,Medical,6826.82,28,1,12,9,3,2,4,1,1,3,3,3,No,Travel_Rarely,0
EMP-0932,Employee 932,27,Female,Sales,Sales Executive,Medical,4905.35,8,1,9,1,1,1,1,1,1,3,3,3,No,Travel_Rarely,0
EMP-0933,Employee 933,32,Male,Sales,Sales Executive,Marketing,3292.64,2,2,3,3,0,3,0,2,2,2,4,3,Yes,Travel_Frequently,1
EMP-0934,Employee 934,45,Female,Sales,Sales Representative,Marketing,6134.41,1,1,9,6,0,0,4,2,3,3,4,3,No,Travel_Rarely,0
EMP-0935,Employee 935,31,Female,Sales,Sales Representative,Human Resources,8797.3,1,0,13,1,1,1,1,1,4,4,2,3,No,Travel_Frequently,0
EMP-0936,Employee 936,27,Female,Research & Development,Manufacturing Director,Medical,12450.0,2,2,9,0,0,0,0,3,4,4,2,3,No,Travel_Rarely,1
EMP-0937,Employee 937,34,Male,Research & Development,Healthcare Representative,Medical,4227.76,4,3,8,3,0,3,3,4,1,2,3,3,No,Travel_Rarely,1
EMP-0938,Employee 938,25,Female,Research & Development,Manufacturing Director,Medical,11373.06,1,3,7,7,5,0,1,2,3,1,2,3,No,Travel_Rarely,1
EMP-0939,Employee 939,27,Male,Sales,Manager,Other,11413.26,4,5,9,7,7,4,5,4,1,3,4,3,No,Travel_Rarely,1
EMP-0940,Employee 940,30,Male,Sales,Sales Executive,Other,5612.49,2,5,12,4,4,0,3,4,1,3,3,3,No,Travel_Frequently,0
EMP-0941,Employee 941,31,Male,Research & Development,Manufacturing Director,Technical Degree,12708.02,20,3,13,12,0,0,2,3,4,4,3,3,Yes,Travel_Rarely,0
EMP-0942,Employee 942,47,Female,Research & Development,Healthcare Representative,Human Resources,10377.08,23,3,18,3,0,0,3,1,4,3,1,3,No,Travel_Rarely,0
EMP-0943,Employee 943,30,Female,Sales,Sales Representative,Human Resources,3744.84,16,1,3,3,3,0,3,3,4,2,2,3,Yes,Non-Travel,0
